entry_id,audio_index,label,response,sampling_method,vsv_enabled,vsv_lambda
15210,YDzKjogSVOLM,No,Yes,random,True,0.25
12035,Ytpm5IOD5d4o,Yes,No,adversarial,True,0.25
13375,Y13CBvjHZhOA,Yes,Yes,random,True,0.25
16133,YECw5Yf7QoMo,No,Yes,popular,True,0.25
21167,YYH4qi8Ul6v0,Yes,Yes,random,True,0.25
297,YtjCNwdOUiGc,Yes,Yes,adversarial,True,0.25
30446,YF-47fRplQEc,No,Yes,adversarial,True,0.25
23780,YxbLW9Wt1Jsg,Yes,Yes,popular,True,0.25
21165,YQt0_xTadAT0,No,No,popular,True,0.25
10554,Y3IScngdQA4I,Yes,Yes,popular,True,0.25
10681,YszkiW0GXEOI,Yes,Yes,random,True,0.25
12913,Y6TO9PEGpZcQ,Yes,Yes,adversarial,True,0.25
26375,Yj_NSuPnx5LA,Yes,No,popular,True,0.25
17935,YzwoqJY03yHE,No,No,random,True,0.25
30043,Y-JP1GqPEKtw,Yes,Yes,random,True,0.25
14914,Y4pf-PIymDhU,No,Yes,adversarial,True,0.25
19033,Y_z-bidQYVao,No,Yes,adversarial,True,0.25
20020,Y096oTVzc5Gs,Yes,No,adversarial,True,0.25
10842,Ydkiwn2FdDVw,No,Yes,popular,True,0.25
126,YYQSuFyFm3Lc,No,Yes,adversarial,True,0.25
25613,YLP_DzNUkAKY,Yes,Yes,adversarial,True,0.25
12657,YCchRf2jq6fc,No,Yes,popular,True,0.25
11753,YRfGapDlAYoQ,No,No,popular,True,0.25
4325,Y9XqkKuTqEOM,No,No,adversarial,True,0.25
20139,YPvWI4p74UOs,No,Yes,adversarial,True,0.25
26273,YG0IsabU5hn4,Yes,Yes,random,True,0.25
3168,YOMGHnJV0l2U,Yes,No,adversarial,True,0.25
20555,YAxd__X2rixk,Yes,Yes,popular,True,0.25
7356,Ykdflh3akyH8,No,Yes,adversarial,True,0.25
7314,YJQz40TkjymY,Yes,Yes,adversarial,True,0.25
4592,YCh0LMmhBUg4,No,Yes,random,True,0.25
5065,Y79XDcI6xZm0,Yes,Yes,popular,True,0.25
11691,YrvDcg9DoNKA,No,No,random,True,0.25
27321,YtNxfdAd14qE,No,Yes,random,True,0.25
13412,YNi3dIj90Oa4,No,No,random,True,0.25
8977,YAizmnCDlXos,Yes,Yes,popular,True,0.25
16277,YZNEZLlDVgrE,Yes,Yes,popular,True,0.25
2033,Ylh801oHGtD4,Yes,No,random,True,0.25
10202,YA61Mry8zBwE,No,No,popular,True,0.25
19666,YsbW7XwwUtSU,No,No,adversarial,True,0.25
15412,YinQOrxc_oZo,Yes,Yes,random,True,0.25
9576,YJfaj4P3us9M,No,Yes,popular,True,0.25
13980,YC5kmOK_l4jc,Yes,Yes,random,True,0.25
3526,YxYwpABpZed4,No,Yes,popular,True,0.25
23683,Y4pv3w--cRrA,No,Yes,random,True,0.25
13469,YCxaPpRJRkn0,No,Yes,random,True,0.25
6826,Y1DKLyH3FixM,No,No,random,True,0.25
15804,Y0_ogYGDGDco,Yes,Yes,popular,True,0.25
1306,Yup2PpjTzyyc,Yes,Yes,random,True,0.25
11532,Y2KR0C5ysO8o,No,No,popular,True,0.25
13983,YNi3dIj90Oa4,No,Yes,adversarial,True,0.25
5208,Yhzn_wGlzGpU,No,Yes,random,True,0.25
10585,YxQDq3A4Zfbo,No,No,random,True,0.25
3645,YJ0yeFeKvIt8,No,No,popular,True,0.25
31315,YbhlhcGONisM,No,No,popular,True,0.25
25225,YDrCm-HpX67k,No,Yes,random,True,0.25
4789,YXf5LjaE_JQ0,Yes,Yes,adversarial,True,0.25
21089,Y2sZhC_mKeic,No,Yes,random,True,0.25
19241,YJC2ZrXzCX4Y,Yes,Yes,adversarial,True,0.25
16675,YrBUCIK8JRLg,No,Yes,popular,True,0.25
4893,YYIqpIjjee00,Yes,Yes,adversarial,True,0.25
7757,Y-EQByFLFqig,No,No,random,True,0.25
20116,YnLtNjMimLE0,Yes,Yes,popular,True,0.25
2138,Y9U8COLzEegs,Yes,No,adversarial,True,0.25
30332,YQ0anPAIkfBE,No,No,popular,True,0.25
12697,YFL8KTgMGrN4,Yes,Yes,popular,True,0.25
20871,Y-BUWGM7qeUM,No,No,popular,True,0.25
18313,YeRU-rABp8nk,Yes,No,popular,True,0.25
16591,YC4JwGJQ2dUA,No,No,popular,True,0.25
25477,YR91bUbtKrRs,Yes,Yes,random,True,0.25
22393,Yf8WPf5F22xI,Yes,Yes,adversarial,True,0.25
5101,YVeCSHwtkBZU,Yes,Yes,random,True,0.25
30423,YrINmxSXMR-s,Yes,No,popular,True,0.25
17640,YrbO727iF03I,Yes,No,random,True,0.25
26824,YBz9Y5nZK3eo,Yes,Yes,random,True,0.25
24587,YBn4lc01q9vE,No,Yes,popular,True,0.25
26250,YpHNMcX-9FDs,No,Yes,adversarial,True,0.25
14792,Y3fomsZXG3aM,Yes,Yes,adversarial,True,0.25
11166,Yn74IYuCe_ms,No,No,adversarial,True,0.25
11631,YtaYKM1OSTwE,No,No,random,True,0.25
21158,YWUyeFOyKIg0,Yes,Yes,popular,True,0.25
3328,YxBZnvfniA1c,No,Yes,adversarial,True,0.25
17234,YbIV3bJZpkgA,Yes,Yes,random,True,0.25
6645,Yjid4t-FzUn0,No,Yes,adversarial,True,0.25
7161,Ya_Rjlu50TfA,Yes,No,adversarial,True,0.25
26255,YB3O476LeuXY,No,Yes,random,True,0.25
6152,YWmDe2xbnSY4,Yes,Yes,adversarial,True,0.25
21860,Y-SkjbQVgJ0M,No,Yes,random,True,0.25
10923,YAKHZMg9ba30,Yes,No,popular,True,0.25
7119,Y2t82STv2GR8,No,No,random,True,0.25
14475,Y1j5NMuq1X30,No,Yes,random,True,0.25
8886,YMPLZUg89y5U,Yes,No,popular,True,0.25
25645,YqakN0JNbpcU,Yes,No,random,True,0.25
26026,YEUZaxaWqhwg,Yes,Yes,adversarial,True,0.25
3559,YHZ9O6sc7cLA,No,Yes,adversarial,True,0.25
8820,Y1e98HeU9Vrg,No,Yes,random,True,0.25
12362,YLB6CZ0x-kns,No,No,adversarial,True,0.25
11978,YWHRnyGXcdy8,Yes,No,popular,True,0.25
10851,YLxu-3_h4kc4,Yes,Yes,adversarial,True,0.25
23129,YVkbp8VmL3pM,No,No,adversarial,True,0.25
20474,YhVUmQfBIYe8,Yes,No,adversarial,True,0.25
22610,Y1a2XWJ8NA_Q,Yes,No,adversarial,True,0.25
12131,YvEWmHtiznF8,No,Yes,popular,True,0.25
22252,Y0Dt-pH0pW-Y,Yes,No,random,True,0.25
23749,YOVQMFBeCHq0,No,Yes,adversarial,True,0.25
5950,YFfUqv0Vv3ME,No,Yes,adversarial,True,0.25
29452,YOFVzrakJhbw,Yes,Yes,random,True,0.25
15292,Y5G6b_QWL3nY,No,No,random,True,0.25
26811,Yv59uHr-B1no,No,No,random,True,0.25
2885,YonBZOH88OYs,Yes,No,popular,True,0.25
6695,YbUTOsLXYyxg,No,Yes,random,True,0.25
4831,YCh0LMmhBUg4,No,Yes,adversarial,True,0.25
245,YYNDKuNINDOY,Yes,Yes,adversarial,True,0.25
1300,YztSjcZNUY7A,Yes,No,popular,True,0.25
1245,Yzq00Oe1ecpE,No,No,adversarial,True,0.25
2085,Ydxow2DcTrwk,No,Yes,random,True,0.25
30309,YBQ-r9mEHssU,Yes,Yes,adversarial,True,0.25
15511,YpuZL08fzpXk,No,Yes,random,True,0.25
22558,YRk-ujWKzPuc,No,Yes,popular,True,0.25
2475,Y_w2pA1VeB40,No,No,popular,True,0.25
2409,YtfOIhQpYYe8,Yes,Yes,adversarial,True,0.25
2198,YpI_kPedctoo,Yes,Yes,random,True,0.25
19122,Ycz0FSQDVBMw,Yes,No,adversarial,True,0.25
17117,YBGEMgl1xjac,No,No,random,True,0.25
21521,Ya3GzZKxUTy8,Yes,No,adversarial,True,0.25
23256,Y9vZDsGjyh5M,Yes,Yes,random,True,0.25
7539,YzoctgurhvHE,Yes,No,adversarial,True,0.25
10975,YKel-hfZ_9h8,Yes,Yes,random,True,0.25
23182,YW4GEwnXc9tQ,Yes,Yes,random,True,0.25
8780,YzBXoaQ1GVlc,Yes,Yes,popular,True,0.25
12258,YnU-AI3Cmc3M,Yes,No,adversarial,True,0.25
18610,YlVr-PxhZo8s,Yes,No,popular,True,0.25
20399,YnaPgJvWTIY4,No,No,adversarial,True,0.25
12983,YbAqgL5dCQOE,No,No,adversarial,True,0.25
28400,Y1FNJbN-eHY4,Yes,No,popular,True,0.25
11984,YsTMKled6Q1M,Yes,No,adversarial,True,0.25
14148,YPYP-r0nvbFk,Yes,No,popular,True,0.25
19470,Y8Zo30kV5aiI,Yes,Yes,random,True,0.25
20594,Y3XuyGJqaXv8,No,Yes,random,True,0.25
18317,YZ_smJ66Tb3c,No,Yes,adversarial,True,0.25
15552,Yrp3CQsWxVgE,No,Yes,popular,True,0.25
29822,Y1vCYiVvZ7VE,Yes,Yes,popular,True,0.25
16553,YBa92IrXFvJo,Yes,Yes,random,True,0.25
9211,Ycr0GiZr0TNY,No,No,popular,True,0.25
702,YYQGW5AwDOIo,No,Yes,adversarial,True,0.25
10642,YXZTt1xdK8uQ,Yes,Yes,popular,True,0.25
18740,Y-AheI8Epim4,No,No,adversarial,True,0.25
20649,YBMayJId0X1s,Yes,Yes,popular,True,0.25
29335,YCwxgQS3SXic,No,Yes,random,True,0.25
8120,Y-EQByFLFqig,No,Yes,adversarial,True,0.25
13058,Y6cyKp3EDm-0,Yes,No,adversarial,True,0.25
21173,Y0qbHT34qTZE,No,Yes,adversarial,True,0.25
28877,YbLZFtoWXYTA,Yes,Yes,random,True,0.25
14758,YhxbmDeNSO6Q,Yes,No,adversarial,True,0.25
1903,YKtTLsveexOg,Yes,No,adversarial,True,0.25
24432,YjYPU6aSDo88,Yes,Yes,popular,True,0.25
31341,YJsoBpL86R5U,Yes,No,popular,True,0.25
19273,Y7XUt6sQS7nM,No,No,popular,True,0.25
1237,YCeRoaEcqUgM,Yes,No,popular,True,0.25
19896,Y3XcIVh40pTI,No,No,adversarial,True,0.25
28634,Y9_YfTz8cnFY,Yes,Yes,random,True,0.25
22253,YU5ij0M7T-hk,Yes,No,popular,True,0.25
20872,YuY4fe5DT1gI,Yes,Yes,adversarial,True,0.25
11496,Ytpm5IOD5d4o,Yes,Yes,random,True,0.25
15896,YfWvWhLJ5Fow,Yes,Yes,random,True,0.25
29295,Y9PN4gyxpH2M,Yes,No,popular,True,0.25
18061,YwnqUgK_-fo4,Yes,No,random,True,0.25
10962,YAJtNitYMa1I,Yes,Yes,adversarial,True,0.25
30599,YOFVzrakJhbw,Yes,Yes,popular,True,0.25
5636,YbygBWUkpaC8,Yes,Yes,random,True,0.25
20247,YTaQKhIRwii4,Yes,Yes,adversarial,True,0.25
24059,YMOxddxW5PXs,Yes,Yes,random,True,0.25
10255,Yd6gu2w19YQo,No,No,popular,True,0.25
11456,YvEWmHtiznF8,No,Yes,random,True,0.25
4668,Y7P6lcyeDKNI,Yes,Yes,popular,True,0.25
3892,YsqsI2UyrcBQ,No,Yes,adversarial,True,0.25
12582,YFL8KTgMGrN4,Yes,Yes,adversarial,True,0.25
11420,YsTMKled6Q1M,Yes,Yes,random,True,0.25
18257,YRrmBGjJqlEo,No,Yes,adversarial,True,0.25
19540,YD2Xc_jZllDY,Yes,Yes,popular,True,0.25
15701,YVZLZ08k3YeA,No,No,random,True,0.25
4459,Y6Pywt0f_NFY,Yes,Yes,adversarial,True,0.25
20423,YBMayJId0X1s,Yes,No,adversarial,True,0.25
13084,YbAqgL5dCQOE,No,Yes,popular,True,0.25
20502,Yk4XyfaWVLEY,Yes,Yes,popular,True,0.25
23073,Y9z2OwpftxUE,No,No,random,True,0.25
20254,YWUyeFOyKIg0,Yes,Yes,random,True,0.25
5864,YOUUckswAaNI,Yes,No,popular,True,0.25
5819,YAgaiowyYt88,No,No,adversarial,True,0.25
23043,YCMNlIW6Lkwc,No,No,popular,True,0.25
22281,YGE1aZSnPr2Q,No,No,random,True,0.25
15691,YlTfNLKEy1RU,Yes,No,popular,True,0.25
23329,YmJ6ZO3xEcgw,Yes,No,popular,True,0.25
13498,YBvw2gv1fcZw,Yes,No,adversarial,True,0.25
16636,YljrL7Cb-jr8,Yes,Yes,popular,True,0.25
18665,YzwoqJY03yHE,No,Yes,popular,True,0.25
2064,Y9U8COLzEegs,Yes,No,random,True,0.25
22789,Y1wW0YJQ-Xa0,Yes,No,random,True,0.25
652,YuhSDBwVrEdo,Yes,Yes,random,True,0.25
17548,YmlnUJH4BQnk,Yes,Yes,popular,True,0.25
11357,Y5ye0X5saadg,No,No,random,True,0.25
5604,YTdl9SmBbRnA,Yes,Yes,random,True,0.25
26735,Yi6MQCm58zlY,Yes,Yes,adversarial,True,0.25
22228,Y1L_OyngNZMA,No,Yes,popular,True,0.25
18711,YeJCaRgf1M20,Yes,No,adversarial,True,0.25
28267,YLF6x7B0Ppvo,No,No,random,True,0.25
7606,YT32kii824pA,Yes,Yes,random,True,0.25
25246,Yy-RSojxgkDo,Yes,No,adversarial,True,0.25
10363,YOr7umk40TZA,No,Yes,random,True,0.25
1917,Y_AcJVyToQUQ,Yes,No,random,True,0.25
14547,YIPfaRF76gVU,No,No,random,True,0.25
7230,Y1DKLyH3FixM,No,No,adversarial,True,0.25
7701,Y3wrdPAeqjVI,No,No,popular,True,0.25
24345,YBn4lc01q9vE,No,Yes,adversarial,True,0.25
26965,Y_BSmz3SEW1w,No,No,random,True,0.25
24838,Y8DQfjqPCTI8,Yes,Yes,popular,True,0.25
24320,YQRtuOWWya30,Yes,No,adversarial,True,0.25
77,YGOD8Bt5LfDE,Yes,Yes,popular,True,0.25
22027,YZ7yDwpdGelM,No,Yes,random,True,0.25
19649,YAgh2EKINlSw,No,No,random,True,0.25
17699,Y2a6GNu6uCDE,Yes,Yes,adversarial,True,0.25
29340,Y7bO0AJI-ihs,No,Yes,popular,True,0.25
15309,YaMhu5eMQAsI,No,No,popular,True,0.25
29980,YbLZFtoWXYTA,Yes,No,popular,True,0.25
14570,Yq4YFJA5pFXc,No,Yes,adversarial,True,0.25
27966,Y2KEfkDO6hlA,No,No,random,True,0.25
11570,YzFzPOsOKog4,Yes,Yes,random,True,0.25
6566,Y4KObP7cREWw,No,Yes,popular,True,0.25
10525,YXZTt1xdK8uQ,Yes,No,adversarial,True,0.25
11247,YdmUOSyPXkUw,Yes,Yes,adversarial,True,0.25
15808,YGIOApFAWDOc,Yes,No,adversarial,True,0.25
10232,Y8OTd45_6cvY,Yes,Yes,adversarial,True,0.25
19352,YmUGmCSNETcg,No,No,random,True,0.25
10647,YWOywdRmySs0,No,Yes,popular,True,0.25
9655,YfK4QBQZ6i7w,Yes,Yes,random,True,0.25
15882,Y5rh5-MCjqq8,Yes,No,popular,True,0.25
11726,YPuLuZ_TXv-0,No,No,popular,True,0.25
4478,Y2JutOgAnqWA,Yes,Yes,random,True,0.25
9047,Yz4MeV9IGVo0,No,Yes,random,True,0.25
19690,YAxd__X2rixk,Yes,Yes,random,True,0.25
20852,YSCow4mpBsGY,Yes,Yes,popular,True,0.25
28230,YXi6V0LGvqoo,No,No,adversarial,True,0.25
15187,Y1j5NMuq1X30,No,No,popular,True,0.25
8418,YMPLZUg89y5U,Yes,Yes,random,True,0.25
26615,YtB8TiiXwKmA,Yes,Yes,adversarial,True,0.25
16596,YemGPabOePzA,Yes,Yes,adversarial,True,0.25
7509,YZsf2YvJfCKw,Yes,No,popular,True,0.25
8002,YRtenf2XSXRc,Yes,Yes,popular,True,0.25
5904,YTdl9SmBbRnA,Yes,No,popular,True,0.25
25373,Y0On6-JiVwRs,No,No,popular,True,0.25
7775,YHVz-FJBf_iM,Yes,Yes,random,True,0.25
15724,Y5rh5-MCjqq8,Yes,Yes,adversarial,True,0.25
18804,YwnqUgK_-fo4,Yes,No,popular,True,0.25
5405,YZ1Cyj4N05lk,No,No,adversarial,True,0.25
7421,YZsf2YvJfCKw,Yes,No,adversarial,True,0.25
18645,YfBYDJWChe5c,No,Yes,random,True,0.25
8650,YdP5DbAzTl5M,Yes,Yes,random,True,0.25
1950,YyVVLq4ao1Ck,Yes,Yes,random,True,0.25
19580,YH7-orYrKBeo,Yes,Yes,random,True,0.25
23798,YIdBDl9Wr51A,Yes,Yes,random,True,0.25
21796,YAj_VMUSNjNM,Yes,Yes,random,True,0.25
3969,Y3MoF8myFs8Y,No,Yes,adversarial,True,0.25
8851,Y1slvoNgzBLE,Yes,Yes,random,True,0.25
9295,Y1e98HeU9Vrg,No,Yes,popular,True,0.25
15456,YKSHpYhuTotY,No,Yes,adversarial,True,0.25
9675,YA61Mry8zBwE,No,No,random,True,0.25
25572,YcNARVD02-tw,Yes,Yes,random,True,0.25
18631,YwnqUgK_-fo4,Yes,No,adversarial,True,0.25
13296,YN_s9F4CI_98,Yes,Yes,random,True,0.25
19786,Y5I8lmN8rwDM,No,No,random,True,0.25
26729,YWLzzpzOKtnY,No,No,popular,True,0.25
12078,Y9xoYx3lTJ9I,No,Yes,adversarial,True,0.25
25290,Y_9mgOkzm-xg,No,Yes,adversarial,True,0.25
21522,Y3XuyGJqaXv8,No,Yes,popular,True,0.25
8547,YZBtgrP4vU_w,No,Yes,random,True,0.25
5785,Y9BGLAUSF0sk,No,Yes,popular,True,0.25
12791,Y7XXSOzDQ2z0,No,No,popular,True,0.25
6749,Y4Ujigme2IxY,Yes,Yes,popular,True,0.25
24694,Y3ejndVEAcmQ,Yes,No,popular,True,0.25
1843,Yq46VXJ6JN9M,No,No,popular,True,0.25
5544,Y7QN3lwOzfdg,No,No,random,True,0.25
24577,Y8DQfjqPCTI8,Yes,Yes,adversarial,True,0.25
27578,Y1WTSW96XP6E,Yes,Yes,random,True,0.25
24955,YEp72tyiL3as,No,Yes,adversarial,True,0.25
8344,Yf2fSxfvmkZQ,No,Yes,random,True,0.25
12067,YL8dA-2Lu2hY,No,No,popular,True,0.25
3505,YxYwpABpZed4,No,Yes,adversarial,True,0.25
21242,YAFgGoY8Ihhg,Yes,Yes,random,True,0.25
741,YMe4npKmtchA,Yes,Yes,adversarial,True,0.25
29741,Y9z8XIRyUq9Q,Yes,Yes,random,True,0.25
1506,YKnXNy5Q6YS4,Yes,Yes,random,True,0.25
13191,YNX0gR9Eebp0,Yes,Yes,random,True,0.25
515,YPLHXGDnig4M,Yes,Yes,random,True,0.25
1842,YYEYeQ0lIkBQ,Yes,No,adversarial,True,0.25
9463,YD1Sy7kRoaR8,Yes,Yes,random,True,0.25
9989,Y3IScngdQA4I,Yes,Yes,random,True,0.25
7475,Y3VHpLxtd498,Yes,Yes,random,True,0.25
20092,YI4HpYGMMsz4,Yes,Yes,random,True,0.25
16198,Y4fz0-Kx2oNs,Yes,No,adversarial,True,0.25
21693,Y1ed87LLY97k,No,Yes,random,True,0.25
30157,YkLYCjD6vWI4,Yes,Yes,adversarial,True,0.25
13650,YMBP4RcnwGZw,No,Yes,adversarial,True,0.25
3422,YEQVWhHmT_cE,Yes,Yes,popular,True,0.25
2182,Y9U8COLzEegs,Yes,No,popular,True,0.25
27167,YI_8KqxP5xOA,No,No,adversarial,True,0.25
25033,YPRUfwpmYwJ8,No,No,random,True,0.25
2671,YBlbGXalLNVU,Yes,No,popular,True,0.25
17414,Yq3SEOW2m4WY,Yes,No,adversarial,True,0.25
15966,YGIOApFAWDOc,Yes,No,popular,True,0.25
8473,YBL8ksJ0sTXk,No,Yes,adversarial,True,0.25
6672,YQARuiRtfy-k,Yes,Yes,random,True,0.25
9684,Y3ghVB-KaU_E,Yes,Yes,adversarial,True,0.25
9210,Y1e98HeU9Vrg,No,Yes,adversarial,True,0.25
24258,YMvHpNzDpC6Q,Yes,Yes,random,True,0.25
6954,Ykdflh3akyH8,No,No,random,True,0.25
6418,YfwhkCnOeyC0,Yes,Yes,popular,True,0.25
25816,YIKnx3hJv1bs,Yes,No,popular,True,0.25
10572,YYk274Wr5iIE,Yes,No,adversarial,True,0.25
24041,Yram-QPKSQYc,No,No,random,True,0.25
3678,YsqsI2UyrcBQ,No,Yes,random,True,0.25
5483,YZ1Cyj4N05lk,No,No,popular,True,0.25
18400,YnLZeG9LaLgw,Yes,Yes,random,True,0.25
20583,YKJKHDKKW3XU,Yes,Yes,adversarial,True,0.25
19055,YWCYfCfW9NA0,Yes,Yes,popular,True,0.25
24559,YmVjub3o_IxE,No,No,popular,True,0.25
20870,Y2bq2lc3DLwM,No,Yes,random,True,0.25
10045,YWq4OD3olO2w,No,No,popular,True,0.25
10957,YLxu-3_h4kc4,Yes,No,popular,True,0.25
487,Yu84FiZ_omhA,Yes,Yes,random,True,0.25
15420,Yazh_-OkQ-uI,Yes,No,popular,True,0.25
11636,YRfGapDlAYoQ,No,No,adversarial,True,0.25
29749,Y9_YfTz8cnFY,Yes,Yes,popular,True,0.25
28675,YV8A0VRGdgwM,No,Yes,adversarial,True,0.25
966,YqeSl7YZAfs4,Yes,No,popular,True,0.25
1873,Y5QZ0NtdoKJ8,No,No,random,True,0.25
12546,Y6cyKp3EDm-0,Yes,Yes,random,True,0.25
17271,YlTJLvSvjUZk,No,No,adversarial,True,0.25
4656,YYIqpIjjee00,Yes,Yes,random,True,0.25
30987,YbhlhcGONisM,No,Yes,adversarial,True,0.25
22885,Y3ndid3jni7M,No,No,random,True,0.25
24274,YFJkvAMLmejY,Yes,Yes,adversarial,True,0.25
5514,Y_duNX6Vyd6g,Yes,Yes,random,True,0.25
9041,YLWng-4PDzPM,No,No,adversarial,True,0.25
16745,Y32565FEuksc,Yes,No,adversarial,True,0.25
9640,YwoadpeAGHUQ,Yes,Yes,adversarial,True,0.25
28101,YDAN1t9ukkg0,Yes,Yes,random,True,0.25
1149,Yzq00Oe1ecpE,No,Yes,random,True,0.25
26526,YpHNMcX-9FDs,No,No,popular,True,0.25
14326,YGkb4f6yodPE,Yes,Yes,popular,True,0.25
3247,Y-NsC63dA01g,No,Yes,popular,True,0.25
8894,YAizmnCDlXos,Yes,No,adversarial,True,0.25
22918,YtJhVH3VIrnE,Yes,Yes,random,True,0.25
17339,YUXGzbBGbqAA,Yes,Yes,random,True,0.25
27542,Y1IoHRTUp86c,No,Yes,adversarial,True,0.25
22227,Y1HCuBnPLMqQ,Yes,Yes,random,True,0.25
10393,YbIiiIo20PsY,Yes,Yes,popular,True,0.25
13994,YWqXFAY4k79s,No,No,popular,True,0.25
585,YZ0IrCa4MvOA,No,Yes,random,True,0.25
15244,YGIOApFAWDOc,Yes,Yes,random,True,0.25
18493,Y1_z6NcidGzM,Yes,No,adversarial,True,0.25
12722,YqPYwp1K4sZE,No,No,popular,True,0.25
28730,YAf4a-9rcnP0,No,No,random,True,0.25
20302,YaZAXO2WZn84,No,Yes,random,True,0.25
26914,YpHYkWkZ4guE,No,Yes,popular,True,0.25
6333,YrUq4w4EUSWA,No,No,popular,True,0.25
18272,YwSHzVxdMiTo,No,Yes,random,True,0.25
19475,Yvsy1IpYmrSY,No,No,popular,True,0.25
9147,Y-nQHwrRLfc0,Yes,Yes,adversarial,True,0.25
17993,YajheseWZmmU,Yes,No,popular,True,0.25
30105,YrINmxSXMR-s,Yes,No,adversarial,True,0.25
30073,YQTSKjweEWew,No,No,adversarial,True,0.25
5227,YgQMTOKsCIyk,No,No,popular,True,0.25
29156,YQ0anPAIkfBE,No,No,random,True,0.25
8440,YilspW7JRjAg,Yes,No,popular,True,0.25
17669,YdYZSKX7vuRI,Yes,Yes,popular,True,0.25
8383,YzEM94PH29VQ,No,No,random,True,0.25
13033,YhV4bDCBDCy0,No,Yes,popular,True,0.25
6522,YyhDw7PZje3g,No,Yes,popular,True,0.25
27434,YK-7Y8yhcUiw,Yes,Yes,random,True,0.25
13241,Yb1PXsfgQw5w,No,Yes,random,True,0.25
28773,YcFoXRmGgIME,Yes,Yes,popular,True,0.25
15997,Y5G6b_QWL3nY,No,Yes,popular,True,0.25
16622,YFhimNYClv40,No,Yes,random,True,0.25
5772,Y7QN3lwOzfdg,No,Yes,adversarial,True,0.25
20828,YEBCH7TPgiPc,No,No,popular,True,0.25
31128,YJmWaRt8-u0s,No,Yes,popular,True,0.25
8704,YIvg_q4t-3w0,Yes,Yes,popular,True,0.25
14451,YZsTZ7jqbd9M,No,Yes,popular,True,0.25
23681,YR_g4RpU9mO0,No,Yes,popular,True,0.25
24252,Y9vZDsGjyh5M,Yes,No,popular,True,0.25
27985,YwbPmnxCLoRQ,No,No,popular,True,0.25
16312,YGMP8m09j5vk,No,Yes,popular,True,0.25
5798,YOUUckswAaNI,Yes,Yes,adversarial,True,0.25
24643,Yk1QxQ4jJaEQ,Yes,No,adversarial,True,0.25
19713,Y4YodC6RnplI,Yes,No,popular,True,0.25
1203,YglAeihz0NAM,No,Yes,random,True,0.25
28443,YAI1OweEW8C0,No,No,adversarial,True,0.25
20877,YhFCmq9pCBbM,Yes,Yes,popular,True,0.25
26351,Yorgwzt45ojE,Yes,Yes,random,True,0.25
7770,YbmEF-c-M174,Yes,No,adversarial,True,0.25
8366,Yj0KvrVE_Oww,Yes,Yes,popular,True,0.25
27790,YcN-oYKd-M4E,Yes,Yes,random,True,0.25
15922,YljrL7Cb-jr8,Yes,Yes,random,True,0.25
20981,Y404cD3bVXDc,No,No,popular,True,0.25
18800,YXamQAY_WXRY,No,No,adversarial,True,0.25
24797,Yram-QPKSQYc,No,Yes,adversarial,True,0.25
16159,YGMP8m09j5vk,No,No,adversarial,True,0.25
4871,YVE6Ku0-ucUM,No,Yes,adversarial,True,0.25
14398,YK2kIOBeCfuo,Yes,Yes,adversarial,True,0.25
580,YZ0IrCa4MvOA,No,Yes,adversarial,True,0.25
4992,YItS07xtdi4s,No,Yes,popular,True,0.25
24503,YFJkvAMLmejY,Yes,Yes,popular,True,0.25
3468,YNeWW30WZjPc,Yes,Yes,random,True,0.25
6760,YFKaJsvcyHTk,No,Yes,adversarial,True,0.25
8584,Y3qrVku794u0,Yes,No,random,True,0.25
24871,Y7JWHbs3gu1w,No,Yes,random,True,0.25
4458,YTQr9v-PQOc4,Yes,No,popular,True,0.25
14094,Ye9MWXS34o48,Yes,No,popular,True,0.25
29092,YLF6x7B0Ppvo,No,Yes,adversarial,True,0.25
29542,Yjj2RyNDj7no,Yes,Yes,adversarial,True,0.25
2761,YPtW0cZVprJQ,No,No,popular,True,0.25
10182,YErxgH5g3Kx0,No,Yes,random,True,0.25
27293,Y6pssFJ0m-kU,Yes,No,adversarial,True,0.25
14950,YCvNAwby6Xos,No,Yes,adversarial,True,0.25
7180,YRdC8cviN6Bs,No,No,random,True,0.25
18916,Y4YodC6RnplI,Yes,Yes,random,True,0.25
29856,Yjj2RyNDj7no,Yes,Yes,popular,True,0.25
17313,YzF3xXn6NTyU,No,No,random,True,0.25
10126,Y3RultJjvTWI,No,Yes,popular,True,0.25
7653,YRdC8cviN6Bs,No,Yes,popular,True,0.25
26719,YtdpiXW68adA,No,Yes,adversarial,True,0.25
7982,YT32kii824pA,Yes,No,adversarial,True,0.25
27874,YeYbFtxZmKL4,Yes,Yes,popular,True,0.25
30808,Yo7jW6Suyfbs,Yes,No,popular,True,0.25
25696,YBDpU2Qh77NE,Yes,Yes,popular,True,0.25
13938,YeNG6fEiAE8c,Yes,No,random,True,0.25
21035,Y466ucPGoNSQ,Yes,Yes,adversarial,True,0.25
25107,Y8GHLfJ6y6zA,Yes,Yes,random,True,0.25
27316,Y54eRRbCtPn8,No,Yes,adversarial,True,0.25
24363,Y3rna9zo5ZOs,Yes,Yes,random,True,0.25
14037,Y13CBvjHZhOA,Yes,Yes,popular,True,0.25
10410,Y6ZFU4PqXmoI,No,No,adversarial,True,0.25
22184,Y-mb4Fw4Z0xg,No,Yes,adversarial,True,0.25
